plateforme,type,contenu,date,sentiment
Facebook,Page_Content,"Se connecter
Informations de compte oubliées ?
Promobile Sénégal 
164 K J’aime • 175 K followers
Plus
Publications
À propos
Photos
Vidéos
Intro
Bienvenue sur la Page Officielle de Promobile, 1er opéra...",2025-07-20 18:08,Neutre
